1000, 0.01665, 0.005
2000, 0.01061, 0.005
3000, 0.00884, 0.005
4000, 0.00797, 0.005
5000, 0.00675, 0.005
6000, 0.00622, 0.005
7000, 0.00572, 0.005
8000, 0.00670, 0.02
9000, 0.00673, 0.02
10000, 0.00564, 0.02
11000, 0.00576, 0.02
12000, 0.00502, 0.02
13000, 0.00369, 0.002
14000, 0.00348, 0.002
15000, 0.00342, 0.002
16000, 0.00324, 0.002
17000, 0.00329, 0.002
18000, 0.00333, 0.002
19000, 0.00314, 0.002
20000, 0.00323, 0.002
21000, 0.00321, 0.002
22000, 0.00306, 0.002
23000, 0.00320, 0.002
24000, 0.00312, 0.002
25000, 0.00309, 0.002
26000, 0.00297, 0.002
27000, 0.00307, 0.002
28000, 0.00308, 0.002
29000, 0.00302, 0.002
30000, 0.00295, 0.002
31000, 0.00292, 0.002
32000, 0.00297, 0.002
33000, 0.00297, 0.002
34000, 0.00293, 0.002
35000, 0.00296, 0.002
36000, 0.00289, 0.002
37000, 0.00298, 0.002
38000, 0.00288, 0.002
39000, 0.00287, 0.002
40000, 0.00283, 0.002
41000, 0.00287, 0.002
42000, 0.00283, 0.002
43000, 0.00292, 0.002
44000, 0.00282, 0.002
45000, 0.00283, 0.002
46000, 0.00282, 0.002
47000, 0.00278, 0.002
48000, 0.00281, 0.002
49000, 0.00268, 0.002
50000, 0.00279, 0.002
